logFC	AveExpr	t	P.Value	adj.P.Val	B	mutated_AVG	unmutated_AVG	deltaBeta	CHR	MAPINFO	Strand	Type	gene	feature	cgi	feat.cgi	UCSC_CpG_Islands_Name	DHS	Enhancer	Phantom	Probe_SNPs	Probe_SNPs_10	CpG_island
-0.342886379274348	0.359571454088095	-8.21037684889303	1.5594533433503e-14	9.19488999616925e-14	22.2403127362281	0.50856374984421	0.165677370569863	-0.342886379274348	7	132259150	R	II	PLXNA4	5'UTR	shore	5'UTR-shore	chr7:132260474-132262527	NA	NA				cg00179374
-0.349487279521096	0.406073091302381	-8.19405036842551	1.73243419350458e-14	1.02027926590376e-13	22.1367424589067	0.55793363538	0.208446355858904	-0.349487279521096	6	13248958	F	II	PHACTR1	Body	opensea	Body-opensea		NA	TRUE				cg03891302
-0.335261213466489	0.443213110941071	-8.18915424904821	1.78791842902209e-14	1.05023018358859e-13	22.1057049237987	0.588892090602105	0.253630877135616	-0.335261213466489	16	16083164	R	II	ABCC1	Body	opensea	Body-opensea		NA	TRUE				cg09109383
-0.332975644371997	0.297778611103571	-8.18900889536454	1.78959223283495e-14	1.05023018358859e-13	22.1047836512804	0.442464456574737	0.10948881220274	-0.332975644371997	6	111888652	R	II	TRAF3IP2	Body	opensea	Body-opensea		NA	NA				cg25282285
-0.340835990138082	0.588708086402381	-8.18454823446484	1.84171971108161e-14	1.0782902289705e-13	22.0765156960945	0.73680943926	0.395973449121918	-0.340835990138082	6	41519635	F	II	FOXP4	5'UTR	shelf	5'UTR-shelf	chr6:41513652-41516189	NA	NA		rs2025645		cg20194872
-0.396228829470339	0.47623267102381	-8.13032218782554	2.60929658911485e-14	1.5100096001822e-13	21.733553368245	0.648403531448421	0.252174701978082	-0.396228829470339	7	99222196	R	II	ZNF498	Body	opensea	Body-opensea		NA	NA				cg07375256
-0.341896051843144	0.59697173924881	-8.08975347709394	3.38353169258834e-14	1.94232588552717e-13	21.4777934077746	0.745533714156842	0.403637662313699	-0.341896051843143	10	133786713	R	II	BNIP3	Body	opensea	Body-opensea		NA	TRUE			rs75882984	cg10206933
-0.391342699408436	0.536872846218452	-8.08882074029096	3.40377822391106e-14	1.95170769719671e-13	21.4719214454719	0.706920566794737	0.315577867386301	-0.391342699408435	17	4079306	F	I	ANKFY1	Body	opensea	Body-opensea		NA	NA		rs77336211		cg12077963
-0.335007639955789	0.561816093622619	-8.071857660653	3.79362629478361e-14	2.16149846015083e-13	21.3651976299428	0.707384889555789	0.3723772496	-0.335007639955789	8	11413043	R	I	BLK	Body	opensea	Body-opensea		NA	NA				cg15685006
-0.334671333366575	0.538711090507143	-8.06444941674473	3.97745247316468e-14	2.25991617793448e-13	21.3186275793823	0.68413375322	0.349462419853425	-0.334671333366575	1	20649108	F	II	VWA5B1	Body	opensea	Body-opensea		NA	NA		rs10916765		cg25104613
-0.329166977387066	0.647407723691071	-8.05737255376264	4.16127887128837e-14	2.3590016277145e-13	21.2741629636787	0.790438612674737	0.461271635287671	-0.329166977387066	10	3123480	R	II	PFKP	Body	opensea	Body-opensea		NA	TRUE				cg14330737
-0.331357338678241	0.390741062633333	-8.0521126124816	4.30333315496164e-14	2.43126166946985e-13	21.2411283741193	0.534723715749474	0.203366377071233	-0.331357338678241	3	45601455	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg15765353
-0.345922899990267	0.626362703531548	-8.03129598339702	4.91415988238596e-14	2.76076397886852e-13	21.1105098832255	0.776674439836842	0.430751539846575	-0.345922899990267	2	233762570	F	I	NGEF	Body	shelf	Body-shelf	chr2:233765849-233766119	NA	NA		rs7349454		cg20539430
-0.350822173923504	0.568150074516071	-8.02666741258419	5.06122492715087e-14	2.84019356181306e-13	21.0814926647207	0.720590661994737	0.369768488071233	-0.350822173923504	6	504055	R	II	EXOC2	Body	opensea	Body-opensea		NA	NA				cg21643841
-0.370806185885234	0.298092520126786	-8.02642615451911	5.06900878872078e-14	2.84137263941748e-13	21.0799804384444	0.459216636612632	0.0884104507273973	-0.370806185885234	8	141609380	R	I	EIF2C2	Body	opensea	Body-opensea		NA	NA				cg18440839
-0.343137321125696	0.470577910449405	-8.02241143021537	5.2002907742931e-14	2.9116969620902e-13	21.054819547958	0.619679246414737	0.276541925289041	-0.343137321125696	1	8875053	R	II	RERE	5'UTR	shore	5'UTR-shore	chr1:8877012-8877283	NA	NA				cg10211414
-0.342348853393035	0.501489286747024	-8.02219335995488	5.20751725029305e-14	2.91248168360909e-13	21.0534530707688	0.650248014709474	0.307899161316438	-0.342348853393035	8	35452334	R	II	UNC5D	Body	opensea	Body-opensea		NA	TRUE				cg00948124
-0.360220736777577	0.485778611464881	-8.0190853031268	5.31159951922704e-14	2.96737403308773e-13	21.0339795576677	0.642303098278947	0.28208236150137	-0.360220736777578	19	2753457	F	I		IGR	shore	IGR-shore	chr19:2754545-2754938	NA	NA		rs36060370		cg23683620
-0.362789907720447	0.41347258843631	-7.9934479863372	6.25246358272532e-14	3.46588890394974e-13	20.8735111250096	0.571113441195789	0.208323533475342	-0.362789907720447	8	144577238	F	I	ZC3H3	Body	opensea	Body-opensea		TRUE	NA				cg24974704
-0.328687811378443	0.45100274461369	-7.9888017004624	6.43982389478275e-14	3.56579396167372e-13	20.8444602207867	0.593825424557895	0.265137613179452	-0.328687811378443	21	45379489	R	II	AGPAT3	5'UTR	shore	5'UTR-shore	chr21:45379516-45379816	NA	NA				cg09792612
-0.324362054958385	0.642528144907143	-7.98627285830493	6.54412225612551e-14	3.61553715808039e-13	20.8286526419609	0.783471180692632	0.459109125734247	-0.324362054958385	17	38708638	F	II		IGR	opensea	IGR-opensea		TRUE	NA				cg19192626
-0.354866851274247	0.291412653550595	-7.98479839186315	6.60570393741285e-14	3.64151264465978e-13	20.8194371812644	0.44561074964	0.0907438983657534	-0.354866851274247	12	123753272	R	I	CDK2AP1	Body	shore	Body-shore	chr12:123754049-123754373	NA	TRUE				cg20181887
-0.394448587648637	0.396139879676786	-7.97892318078371	6.85683016326875e-14	3.75922706319559e-13	20.7827264807263	0.567537182643158	0.173088594994521	-0.394448587648637	19	46318633	F	I	RSPH6A	TSS200	island	TSS200-island	chr19:46318490-46319266	NA	NA		rs5828250		cg07377422
-0.342481074268536	0.657992223777976	-7.9683125439214	7.33452609514181e-14	4.00793775690809e-13	20.7164656538493	0.806808404858947	0.464327330590411	-0.342481074268536	13	113426023	R	II	ATP11A	Body	shore	Body-shore	chr13:113424898-113425105	NA	NA				cg04317344
-0.340520418063389	0.501662850166667	-7.96640483837148	7.42383825517017e-14	4.05231345806232e-13	20.7045577949013	0.64962707944421	0.309106661380822	-0.340520418063389	X	10128853	R	II	CLCN4	5'UTR	shore	5'UTR-shore	chrX:10126320-10126882	NA	NA				cg11475300
-0.329445614454016	0.722279390915476	-7.96453920785177	7.51222098194601e-14	4.09608559539041e-13	20.692914129719	0.865431354338947	0.535985739884931	-0.329445614454016	5	172305927	F	I	ERGIC1	Body	opensea	Body-opensea		NA	TRUE				cg12355887
-0.3291529498062	0.52531403075	-7.95697065550751	7.88157865662821e-14	4.29279883258617e-13	20.6456935776246	0.66833882441579	0.339185874609589	-0.3291529498062	12	124733846	F	II		IGR	opensea	IGR-opensea		NA	TRUE				cg20000602
-0.358626827580144	0.592829057125595	-7.95425098590885	8.01864433930998e-14	4.36270094630575e-13	20.6287316514207	0.748660952443158	0.390034124863014	-0.358626827580144	17	4079652	F	II	ANKFY1	Body	opensea	Body-opensea		NA	TRUE				cg00277591
-0.353424611948363	0.583974436439881	-7.95314766005471	8.07491965686202e-14	4.38854329177284e-13	20.6218514113404	0.737545845203158	0.384121233254795	-0.353424611948363	11	93262607	F	II	C11orf75	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg18076842
-0.328859834921918	0.593716913730357	-7.92761859851477	9.49186182054759e-14	5.1251953674663e-13	20.46280604828	0.736614342	0.407754507078082	-0.328859834921918	4	170022074	R	II	SH3RF1	Body	opensea	Body-opensea		NA	TRUE				cg15134174
-0.333444968500505	0.401422322041667	-7.92674537202855	9.54444979175264e-14	5.14803117138762e-13	20.4573710196137	0.546312100021053	0.212867131520548	-0.333444968500505	10	134429846	R	I	INPP5A	Body	opensea	Body-opensea		NA	NA			rs12782932	cg13521018
-0.325465919462393	0.655205775193452	-7.88277585592786	1.26004543338089e-13	6.73821087369459e-13	20.1841438174568	0.796628466388421	0.471162546926027	-0.325465919462394	14	89672932	R	II	FOXN3	Body	opensea	Body-opensea		NA	NA				cg10226073
-0.337399914754319	0.549410412259524	-7.87632444770818	1.3123677940013e-13	7.01051172009244e-13	20.144127921083	0.696018708551579	0.35861879379726	-0.337399914754319	12	128366140	R	II		IGR	opensea	IGR-opensea		NA	NA				cg02870011
-0.324879607372314	0.396883874241667	-7.87577427032534	1.31692803943381e-13	7.02736413785382e-13	20.1407162278398	0.538051798873684	0.21317219150137	-0.324879607372314	19	58570454	F	I	ZNF135	TSS200	island	TSS200-island	chr19:58570393-58571779	TRUE	TRUE				cg02473540
-0.322869307381442	0.314576147689881	-7.87230789208807	1.3460223202131e-13	7.16731799900478e-13	20.1192240917884	0.454870549111579	0.132001241730137	-0.322869307381442	13	47229927	F	II	LRCH1	Body	opensea	Body-opensea		NA	TRUE				cg24453118
-0.3432465311662	0.689113880247619	-7.86397173166192	1.41861830164359e-13	7.53782306930706e-13	20.0675607413356	0.83826267057579	0.495016139409589	-0.3432465311662	1	230415547	R	I	GALNT2	3'UTR	island	3'UTR-island	chr1:230415342-230415689	NA	NA				cg24250902
-0.352750277458947	0.531140862286905	-7.86215088584243	1.43498329652966e-13	7.61668416417014e-13	20.0562802393622	0.684419256658947	0.3316689792	-0.352750277458947	3	4575483	F	I	ITPR1	Body	opensea	Body-opensea		NA	TRUE			rs78308656	cg24159247
-0.337787340825999	0.449695300482738	-7.8608566803822	1.44672844034675e-13	7.65772062142216e-13	20.0482632930372	0.596471942627368	0.25868460180137	-0.337787340825999	4	41262458	R	II	UCHL1	Body	shelf	Body-shelf	chr4:41258759-41259867	NA	NA				cg09270434
-0.33473089589279	0.368595724793452	-7.85459418335868	1.50491841718698e-13	7.95411425574514e-13	20.0094810351197	0.514044268842105	0.179313372949315	-0.33473089589279	10	72056549	R	II		IGR	opensea	IGR-opensea		TRUE	TRUE				cg24044501
-0.336645091620288	0.528144665777976	-7.85000529797413	1.54902114451513e-13	8.16994274533296e-13	19.981074388012	0.674424973446316	0.337779881826027	-0.336645091620288	6	13381043	R	II	GFOD1	Body	opensea	Body-opensea		NA	TRUE				cg23693485
-0.321706489023273	0.358982885754762	-7.84656506897654	1.58292039779325e-13	8.33115998838554e-13	19.959784562673	0.498772014913684	0.177065525890411	-0.321706489023273	10	45925455	F	II	ALOX5	Body	shelf	Body-shelf	chr10:45922831-45923375	NA	NA				cg10909790
-0.326979409272646	0.398375980605952	-7.83628176102077	1.68868486477967e-13	8.85054960576349e-13	19.8961785139472	0.540456319158947	0.213476909886301	-0.326979409272646	1	36832173	F	II	STK40	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg08529481
-0.331519772085753	0.329009194120833	-7.82870995721719	1.77099992037256e-13	9.27225089200292e-13	19.8493749203342	0.47306242842	0.141542656334247	-0.331519772085753	17	45286609	R	II	MYL4	5'UTR	opensea	5'UTR-opensea		NA	NA				cg05294455
-0.314625590238875	0.560240773463095	-7.80997522662545	1.99211461058335e-13	1.03755969301216e-12	19.7336824891681	0.696953083507368	0.382327493268493	-0.314625590238875	17	943342	F	II	ABR	Body	opensea	Body-opensea		NA	NA		rs2248096		cg05648510
-0.353786933491536	0.369524630232143	-7.80960794469093	1.99671161619581e-13	1.03887180863466e-12	19.7314160212714	0.523253476332632	0.169466542841096	-0.353786933491536	6	15365693	F	II	JARID2	Body	opensea	Body-opensea		TRUE	TRUE		rs74857545		cg13189271
-0.331105347655386	0.509624421922024	-7.80879763742839	2.006890782337e-13	1.04308252720218e-12	19.7264158975835	0.653497578938947	0.322392231283562	-0.331105347655386	1	89457462	R	II	RBMXL1	5'UTR	shore	5'UTR-shore	chr1:89458034-89458604	NA	NA				cg21695830
-0.351117396581831	0.528227903489286	-7.80499441052021	2.05535705985054e-13	1.06605656631252e-12	19.7029515313738	0.680796772242105	0.329679375660274	-0.351117396581831	8	623688	F	I	ERICH1	Body	island	Body-island	chr8:623372-623710	NA	NA			rs61741834	cg21459713
-0.328243303138471	0.621254949260119	-7.7999444624366	2.12150344598614e-13	1.09808666976508e-12	19.6718056548561	0.763884479790526	0.435641176652055	-0.328243303138471	18	77218378	R	I	NFATC1	Body	island	Body-island	chr18:77218227-77218866	NA	NA			rs9956793	cg27019645
-0.354101554987902	0.330974658749405	-7.78939838987049	2.26650252517148e-13	1.17192478033686e-12	19.6067998502215	0.484840215381053	0.130738660393151	-0.354101554987902	11	970664	R	I	AP2A2	Body	opensea	Body-opensea		NA	NA				cg06064525
-0.359921820536438	0.413384634229762	-7.78649636295751	2.30809360986229e-13	1.19096677495474e-12	19.588920780714	0.56977923482	0.209857414283562	-0.359921820536438	2	43398171	F	I		IGR	island	IGR-island	chr2:43398040-43398276	NA	NA				cg01243072
-0.359335614725047	0.529670371122619	-7.78490180217507	2.3312667105522e-13	1.20168387141866e-12	19.5790985168286	0.685810251330526	0.326474636605479	-0.359335614725047	16	90050151	R	II	AFG3L1	Body	opensea	Body-opensea		NA	NA				cg07794169
-0.330837257620966	0.285857609389286	-7.77673183842372	2.45365441758522e-13	1.26087071818356e-12	19.5287910972659	0.429614274903158	0.0987770172821918	-0.330837257620966	12	124865130	R	I	NCOR2	Body	opensea	Body-opensea		TRUE	NA				cg00765705
-0.355876037707974	0.488680516909524	-7.75417801132225	2.82546649207214e-13	1.4415645367715e-12	19.3900734705184	0.643317128532632	0.287441090824658	-0.355876037707974	16	88838113	F	I	FAM38A	Body	island	Body-island	chr16:88838112-88838459	NA	NA				cg09201499
-0.328618468543547	0.620936024842262	-7.74414466550394	3.00827868219219e-13	1.53327149958827e-12	19.3284389181792	0.763728573673684	0.435110105130137	-0.328618468543547	1	27849295	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg24527636
-0.316176026037707	0.267062052701786	-7.74379351730902	3.01488420087993e-13	1.53351180105795e-12	19.3262826708978	0.404448064015789	0.0882720379780822	-0.316176026037707	12	54811762	F	II	ITGA5	Body	shore	Body-shore	chr12:54811981-54812202	NA	NA				cg02419321
-0.315378700837462	0.360782318517857	-7.73999522414734	3.0872573724311e-13	1.56872833964995e-12	19.3029626755814	0.497821873048421	0.182443172210959	-0.315378700837462	5	36744026	F	II		IGR	shore	IGR-shore	chr5:36745331-36745582	NA	NA				cg21558053
-0.331994923029344	0.596793314055357	-7.73608428011708	3.16357138188408e-13	1.60424512265927e-12	19.2789580536006	0.741053012752632	0.409058089723288	-0.331994923029344	17	909300	R	II	ABR	3'UTR	shore	3'UTR-shore	chr17:909981-910442	TRUE	NA				cg09639964
-0.342742477644989	0.371479122233333	-7.73482954064657	3.18844786277101e-13	1.61522181498025e-12	19.2712582108233	0.520408889305263	0.177666411660274	-0.342742477644989	9	82278827	R	II	TLE4	Body	opensea	Body-opensea		NA	TRUE				cg13598109
-0.320596723311521	0.536615864732143	-7.71028524876664	3.71585300075492e-13	1.87102366603974e-12	19.1207870267991	0.675922774266316	0.355326050954795	-0.320596723311521	2	20868568	R	II	GDF7	Body	shore	Body-shore	chr2:20870006-20871280	NA	NA				cg07789367
-0.360734713611132	0.57092657495	-7.70862229826174	3.75455455581878e-13	1.88860893149838e-12	19.1106023150235	0.72767439693579	0.366939683324658	-0.360734713611132	17	80866063	R	I	TBCD	Body	shelf	Body-shelf	chr17:80863327-80863743	NA	NA				cg16755833
-0.321893612197015	0.410484372499405	-7.69921438546658	3.98112405855698e-13	1.99655168433148e-12	19.0530080748191	0.550354811132632	0.228461198935616	-0.321893612197015	6	151366391	R	II	MTHFD1L	Body	opensea	Body-opensea		NA	TRUE				cg00945443
-0.35596788517318	0.536638346219048	-7.68572932130412	4.3296303558884e-13	2.16915348491403e-12	18.9705262683844	0.691314867752632	0.335346982579452	-0.35596788517318	16	90050128	R	II	AFG3L1	Body	opensea	Body-opensea		NA	NA				cg02760445
-0.358506100769229	0.281068033958333	-7.66068714305106	5.058656809174e-13	2.52400198728849e-12	18.8175817536068	0.436847470602105	0.0783413698328767	-0.358506100769229	20	56247302	F	I	PMEPA1	5'UTR	island	5'UTR-island	chr20:56247249-56247651	NA	NA		rs36008751		cg26681770
-0.319490367071939	0.345451601423214	-7.66054420636818	5.0631479865007e-13	2.52400198728849e-12	18.8167096193106	0.484277772829474	0.164787405757534	-0.319490367071939	3	112054506	R	II	CD200	Body	shelf	Body-shelf	chr3:112051893-112052406	NA	NA				cg26652155
-0.325706832471334	0.469005777170833	-7.63082521830173	6.08785933940421e-13	3.01977149772034e-12	18.6355877808438	0.610533150804211	0.284826318332877	-0.325706832471334	1	9788517	F	II	PIK3CD	3'UTR	shore	3'UTR-shore	chr1:9790292-9790704	NA	NA			rs76266186	cg01320698
-0.318808688159871	0.609651087294643	-7.62693572406161	6.23630587289378e-13	3.08728013509593e-12	18.6119143050455	0.748181052983158	0.429372364823288	-0.31880868815987	17	80828586	R	II	TBCD	Body	shore	Body-shore	chr17:80829533-80829871	NA	NA		rs9894419		cg03475687
-0.347662362303865	0.61372737423631	-7.62478396073744	6.31996082804042e-13	3.12559882692405e-12	18.5988206470147	0.764794948332632	0.417132586028767	-0.347662362303864	7	1961869	F	I	MAD1L1	Body	opensea	Body-opensea		TRUE	NA		rs73050128		cg15997393
-0.341929131355862	0.443342292043452	-7.62456491835487	6.32853854927755e-13	3.1267482950976e-12	18.5974878793751	0.591918640787368	0.249989509431507	-0.341929131355862	13	36920332	F	I	SPG20	5'UTR	island	5'UTR-island	chr13:36919737-36921004	NA	NA				cg16741041
-0.309854729814723	0.554223258830357	-7.60754340730763	7.03149905219288e-13	3.46720860561779e-12	18.4939899849078	0.688862516428421	0.379007786613699	-0.309854729814722	7	28189139	F	II	JAZF1	Body	opensea	Body-opensea		NA	TRUE				cg22892036
-0.330999896988666	0.613880502464286	-7.60146215840757	7.30090874839181e-13	3.58943399625949e-12	18.4570469297317	0.75770783865579	0.426707941667123	-0.330999896988666	7	1961785	F	II	MAD1L1	Body	opensea	Body-opensea		TRUE	NA		rs28728306		cg17404289
-0.318113628675963	0.455514709817857	-7.60019913039053	7.35812897258434e-13	3.61046563914835e-12	18.4493763588278	0.593742655611579	0.275629026935616	-0.318113628675962	12	51421225	F	II	SLC11A2	TSS1500	shore	TSS1500-shore	chr12:51419640-51420347	NA	NA				cg25493658
-0.346193074174261	0.284663567705357	-7.58820523847764	7.9240619913389e-13	3.86917089420845e-12	18.3765735326727	0.435092701126316	0.0888996269520548	-0.346193074174261	X	40007949	F	I	BCOR	5'UTR	shore	5'UTR-shore	chrX:40005040-40007066	NA	NA				cg17281810
-0.321174063463115	0.610791138027976	-7.58753463714029	7.95694364688268e-13	3.88143592530863e-12	18.3725050193121	0.750348915604211	0.429174852141096	-0.321174063463115	18	77190089	F	I	NFATC1	Body	shelf	Body-shelf	chr18:77193463-77193764	NA	NA				cg00636427
-0.331185164828926	0.333465851270238	-7.57198837024233	8.75815973371304e-13	4.26395313228483e-12	18.2782468062923	0.477373690749474	0.146188525920548	-0.331185164828926	12	24102832	F	II	SOX5	5'UTR	opensea	5'UTR-opensea		NA	TRUE				cg25925006
-0.328126391314016	0.257971948739881	-7.55590010344146	9.67120858571761e-13	4.69020784952358e-12	18.1808246122302	0.400550678298947	0.0724242869849315	-0.328126391314016	19	56989543	R	I	ZNF667	TSS1500	island	TSS1500-island	chr19:56988313-56989741	TRUE	NA	high-CpG:61681294-61681362			cg08063125
-0.313660017595501	0.512062218028571	-7.54848927969499	1.01228250032758e-12	4.89972168599988e-12	18.1359904311298	0.648354963769474	0.334694946173973	-0.313660017595501	2	9705768	F	II		IGR	opensea	IGR-opensea		TRUE	TRUE		rs77731384		cg20899781
-0.330676443692992	0.460872345517262	-7.54495807476794	1.03452828892905e-12	5.00255458863175e-12	18.1146365794046	0.604559133550526	0.273882689857534	-0.330676443692992	20	62437035	F	II	ZBTB46	TSS200	shelf	TSS200-shelf	chr20:62439107-62439833	NA	NA		rs75021022		cg21291985
-0.33808495456956	0.450099367985119	-7.54258870144967	1.04972478086059e-12	5.07113420705599e-12	18.1003119133361	0.597005330387368	0.258920375817808	-0.33808495456956	1	203738799	R	II	LAX1	Body	opensea	Body-opensea		TRUE	NA				cg02573357
-0.344974256596813	0.407782861160119	-7.53941173384981	1.07044745346894e-12	5.16625218855667e-12	18.0811089800317	0.557682389324211	0.212708132727397	-0.344974256596813	16	89390609	R	I	ANKRD11	5'UTR	opensea	5'UTR-opensea		NA	NA				cg27150870
-0.34666519076571	0.546238564220238	-7.51935200491339	1.21094437126867e-12	5.81067356654831e-12	17.959972260282	0.696872843541053	0.350207652775342	-0.34666519076571	X	40037510	F	II	BCOR	TSS1500	shore	TSS1500-shore	chrX:40034239-40036007	NA	NA				cg07764473
-0.324512202427051	0.492606037792857	-7.50647292744006	1.3105926195534e-12	6.24686663276169e-12	17.8823009219957	0.633614316228421	0.30910211380137	-0.324512202427051	18	77218480	R	I	NFATC1	Body	island	Body-island	chr18:77218227-77218866	NA	NA				cg25951288
-0.322499251225105	0.371095377864881	-7.49788758158688	1.38147395960148e-12	6.57844742667373e-12	17.8305690843266	0.51122898107579	0.188729729850685	-0.322499251225105	6	109615455	R	II	CCDC162	TSS200	shelf	TSS200-shelf	chr6:109611449-109612230	NA	NA				cg15411840
-0.317480339704903	0.667256693289881	-7.4818245380269	1.52440690864483e-12	7.24527998405337e-12	17.733876131673	0.805209459947368	0.487729120242466	-0.317480339704903	7	2773877	F	II	GNA12	Body	shore	Body-shore	chr7:2774444-2774655	NA	NA				cg15704521
-0.321889705492502	0.59693638053869	-7.46853795667386	1.65359231116326e-12	7.83693038465998e-12	17.653991602217	0.736805121615789	0.414915416123288	-0.321889705492502	17	55981604	F	II	CUEDC1	TSS1500	opensea	TSS1500-opensea		NA	TRUE		rs3760165	rs56050454	cg01667978
-0.348653924834535	0.498066937701786	-7.46197075514061	1.72137897116681e-12	8.15046861347921e-12	17.6145387399498	0.649565369326316	0.300911444491781	-0.348653924834535	1	9789174	F	I	CLSTN1	3'UTR	shore	3'UTR-shore	chr1:9790292-9790704	NA	NA				cg04340595
-0.313607258626345	0.65948232668631	-7.4247303789684	2.16097690081102e-12	1.01740908701084e-11	17.391215796862	0.795752147398947	0.482144888772603	-0.313607258626345	5	94953181	F	II		IGR	shelf	IGR-shelf	chr5:94955630-94957244	NA	NA				cg25643199
-0.337101004442394	0.44298395972381	-7.41755138689893	2.25765794863241e-12	1.06092948713929e-11	17.3482434577163	0.589462372368421	0.252361367926027	-0.337101004442394	17	79881543	F	I	MAFG	5'UTR	shore	5'UTR-shore	chr17:79880449-79880872	TRUE	NA				cg01543184
-0.309084305127686	0.390558994798214	-7.41250081292707	2.32822140099665e-12	1.09203630440744e-11	17.3180267755333	0.524863484526316	0.21577917939863	-0.309084305127686	9	136655966	R	II	VAV2	Body	shelf	Body-shelf	chr9:136659111-136659329	NA	NA				cg14415079
-0.312193797448017	0.674458161754762	-7.39277401571008	2.6253038045008e-12	1.22792507226417e-11	17.2001259875228	0.810113799931579	0.497920002483562	-0.312193797448017	7	99222459	R	I	ZNF498	Body	opensea	Body-opensea		NA	NA				cg18349022
-0.315044310319423	0.443758437278571	-7.39230352271641	2.6328281021238e-12	1.23029350566533e-11	17.1973163591336	0.580652691167368	0.265608380847945	-0.315044310319423	5	148222894	R	I		IGR	opensea	IGR-opensea		NA	TRUE				cg02067994
-0.32361576471106	0.5430685309	-7.38477133674851	2.75622430577354e-12	1.28196479338304e-11	17.1523516247864	0.683687285804211	0.360071521093151	-0.32361576471106	19	38486137	R	II	SIPA1L3	5'UTR	opensea	5'UTR-opensea		NA	NA				cg02365577
-0.351956289437419	0.505448223317262	-7.38223915353496	2.79897642752028e-12	1.29943195335204e-11	17.1372416435426	0.658381610989474	0.306425321552055	-0.351956289437419	17	79881523	F	I	MAFG	5'UTR	shore	5'UTR-shore	chr17:79880449-79880872	TRUE	NA				cg22193912
-0.350193877079308	0.556917240196429	-7.3787949767048	2.85817840626988e-12	1.32445709280347e-11	17.1166947618298	0.709084817736842	0.358890940657534	-0.350193877079308	10	25010738	F	I	ARHGAP21	Body	shore	Body-shore	chr10:25011963-25013816	NA	NA				cg00056066
-0.308704438900461	0.527571615154167	-7.37738870320097	2.88270464429656e-12	1.33335089930461e-11	17.108307073197	0.661711043962105	0.353006605061644	-0.308704438900461	8	19794539	F	II		IGR	shelf	IGR-shelf	chr8:19796843-19798006	TRUE	NA				cg04035597
-0.334181887830339	0.477826841534524	-7.36048899118319	3.19419908956431e-12	1.4706257318436e-11	17.0075862713141	0.623036828508421	0.288854940678082	-0.334181887830339	17	79881529	F	I	MAFG	5'UTR	shore	5'UTR-shore	chr17:79880449-79880872	TRUE	NA				cg23018755
-0.326768882785321	0.46978202934881	-7.35406664365548	3.32109250925574e-12	1.52623736638591e-11	16.9693470656016	0.611770889130526	0.285002006345206	-0.326768882785321	7	98479808	F	I	TRRAP	Body	shelf	Body-shelf	chr7:98476004-98476954	NA	NA				cg00944599
-0.330786500187239	0.455715761710119	-7.33489691803621	3.73018168107155e-12	1.70639601146914e-11	16.8553317813314	0.599450371910526	0.268663871723288	-0.330786500187239	3	32408427	F	II	CMTM8	Body	opensea	Body-opensea		NA	TRUE		rs4955146		cg24924051
-0.31878479917566	0.257983926842857	-7.32908022482089	3.86386973764803e-12	1.76432408111782e-11	16.8207724652157	0.396503512198947	0.0777187130232877	-0.31878479917566	1	12538541	R	II	VPS13D	Body	opensea	Body-opensea		TRUE	TRUE				cg13466988
-0.311839763877952	0.494693535061905	-7.31706218094071	4.15524003330669e-12	1.89046407338794e-11	16.7494223527045	0.630195337223158	0.318355573345205	-0.311839763877952	3	99664011	R	II	C3orf26	Body	opensea	Body-opensea		NA	TRUE				cg17241937
-0.317719140540966	0.636506359416667	-7.29781624790153	4.66761558651433e-12	2.11587288599924e-11	16.6353126025854	0.774562890723158	0.456843750182192	-0.317719140540966	13	41109565	F	I		IGR	island	IGR-island	chr13:41109489-41109748	NA	NA				cg07037852
-0.30859119082274	0.548624166498214	-7.28998898538728	4.89339613389159e-12	2.21220440049349e-11	16.588958080572	0.68271438632	0.37412319549726	-0.30859119082274	6	26276143	R	II		IGR	shelf	IGR-shelf	chr6:26272470-26272696	NA	NA				cg08578491
-0.313485762915198	0.454396885643452	-7.27556195782132	5.33813477509795e-12	2.40673344233451e-11	16.5035998760774	0.590613913576842	0.277128150661644	-0.313485762915198	7	2968406	R	II	CARD11	Body	island	Body-island	chr7:2968234-2968596	NA	NA				cg10939949
-0.317090649911305	0.360115074407738	-7.27117025171638	5.48126775354614e-12	2.46681717081285e-11	16.4776371151389	0.497898511571579	0.180807861660274	-0.317090649911305	1	227009245	F	II		IGR	opensea	IGR-opensea		TRUE	TRUE			rs76102842	cg14422093
-0.317186766362639	0.427207303805357	-7.26914419315798	5.54857016004025e-12	2.49261911951494e-11	16.4656628259042	0.565032505855789	0.247845739493151	-0.317186766362639	14	77186584	R	II		IGR	opensea	IGR-opensea		NA	TRUE				cg11805027
-0.321468014999048	0.435702649985714	-7.24637871293938	6.36317829167731e-12	2.84324320450282e-11	16.3312593732521	0.575388156503158	0.25392014150411	-0.321468014999048	14	93315488	F	II		IGR	opensea	IGR-opensea		NA	NA				cg13485718
