X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000255882	13.6227415871968	-2.16066846666426	0.425368935236343	-5.07951636257535	3.78396934609415e-07	1.97157362063952e-05	AC091814.1
ENSG00000258572	85.4798313911377	-0.980305300319949	0.192996578711115	-5.07939211599864	3.78644471506437e-07	1.97157362063952e-05	AL133467.1
ENSG00000006740	5582.17411677312	-0.799829340682805	0.157581705302007	-5.07564846534642	3.86176683610906e-07	2.00402294146569e-05	ARHGAP44
ENSG00000239975	4.49982298371021	-4.37938843352311	0.862946442041054	-5.07492495497741	3.8764896291787e-07	2.00828223225938e-05	IGKV1D-33
ENSG00000248964	6.42555305227579	-1.44191795338724	0.284185926264875	-5.0738541923547	3.898378139014e-07	2.01623332441454e-05	AC131254.1
ENSG00000238098	12.7653613433442	-1.08846867884188	0.214661392804687	-5.07063084153301	3.96499211294166e-07	2.04725095278772e-05	ABCA17P
ENSG00000217555	182.264678145074	-0.551423157103597	0.108812449981564	-5.06764765610025	4.02762050738769e-07	2.07246497321013e-05	CKLF
ENSG00000223653	29.4939718190149	-0.825909759901256	0.163209825263396	-5.06041691159439	4.1834073227732e-07	2.13853284783556e-05	AL078459.1
ENSG00000253520	9.65383403098238	-1.33579773197391	0.263991692677911	-5.05999911748617	4.19258418526938e-07	2.13967562104186e-05	AC136628.3
ENSG00000044459	179.477959031074	-2.68361520195585	0.53108230065102	-5.05310607916359	4.34682310258256e-07	2.21106967222949e-05	CNTLN
ENSG00000176809	601.59993142982	-0.649651475939253	0.128630138165676	-5.05053858453064	4.40566105933067e-07	2.23730646052501e-05	LRRC37A3
ENSG00000136002	28.9935886873479	-1.71626884402212	0.339937968822806	-5.04877066238143	4.44662149064227e-07	2.2470017614598e-05	ARHGEF4
ENSG00000263499	9.53076822511353	-1.32164565232801	0.261870487744658	-5.04694386798067	4.48933174134858e-07	2.26487153726792e-05	AC007431.1
ENSG00000107719	28.8621403890534	-2.23319872070248	0.442956761208158	-5.04157271380499	4.61721344480685e-07	2.32178800059007e-05	PALD1
ENSG00000176273	53.1292060011161	-1.51422982238116	0.300450827243592	-5.03985905538377	4.65874815563599e-07	2.33885849995895e-05	SLC35G1
ENSG00000123700	49.0880899652863	-2.2164506629436	0.439912148770556	-5.03839384553943	4.69454670095691e-07	2.35299840743084e-05	KCNJ2
ENSG00000200651	10.0464847828166	-1.09477601255487	0.217367732354845	-5.0365157730389	4.74082061487991e-07	2.37233434178041e-05	Y_RNA
ENSG00000198937	351.790607435728	-0.830362749225492	0.165252776302693	-5.02480362390112	5.03947930467316e-07	2.50148066934863e-05	CCDC167
ENSG00000260852	250.073806565656	-0.740650260939792	0.14752811846439	-5.02040064395297	5.15638169807565e-07	2.54720297825612e-05	FBXL19-AS1
ENSG00000075891	2.76479199895351	-2.76622655620692	0.551616120585335	-5.01476743150943	5.30976520241414e-07	2.61459284927182e-05	PAX2
ENSG00000168356	30.5891784417449	-0.868570421669097	0.173288459876336	-5.01228080790225	5.37886309804238e-07	2.64018240441332e-05	SCN11A
ENSG00000271763	5.30398560317826	-2.12854299534402	0.424986400366598	-5.008496727208	5.48568082063482e-07	2.6798115894781e-05	AC091544.5
ENSG00000132613	227.949156545909	-0.970343934723082	0.193929981188746	-5.00357875958683	5.62756583354575e-07	2.74477400030139e-05	MTSS2
ENSG00000186792	85.3222411834717	-0.745772697439665	0.149077694014583	-5.00257736322855	5.65688688220551e-07	2.75471624240103e-05	HYAL3
ENSG00000010438	2.96752170707398	-1.41893440004223	0.283670343959928	-5.0020540752849	5.67226737323255e-07	2.75784923943049e-05	PRSS3
ENSG00000241679	409.696661957649	-0.686549257604878	0.137484940091157	-4.99363244548582	5.92541172891974e-07	2.86735975736187e-05	AC018450.1
ENSG00000184647	4.93869864069925	-1.73830418898902	0.348201412602048	-4.99223761327955	5.96837648957765e-07	2.88362390738607e-05	PRSS55
ENSG00000264483	2.36072102794824	-2.46646163150397	0.494660387076187	-4.98617171688764	6.15874118114082e-07	2.95705914187953e-05	MIR5008
ENSG00000215045	109.767172529428	-0.72708749798043	0.145844595257218	-4.98535785092418	6.18472360037364e-07	2.96491609613557e-05	GRID2IP
ENSG00000165716	327.850168078132	-1.25918480194104	0.252872708512297	-4.97952036559852	6.37420455208211e-07	3.05100707015421e-05	DIPK1B
ENSG00000232480	5.97756238592786	-1.85691725065502	0.372990164079563	-4.97846171155045	6.40916187119702e-07	3.05824171330725e-05	TGFB2-AS1
ENSG00000262583	21.9217402664585	-1.0939781343322	0.219782993368603	-4.9775376955462	6.43982431979395e-07	3.0681234104737e-05	TMEM231P1
ENSG00000242539	60.1351724074285	-1.47094903107136	0.295666772307661	-4.97502313023101	6.52398494155941e-07	3.10342339233903e-05	AC007620.2
ENSG00000116675	13.9238366949005	-1.83511376787606	0.368963990307234	-4.9736934120535	6.56891706423184e-07	3.11257178966179e-05	DNAJC6
ENSG00000175274	5636.67995086768	-0.754219918327767	0.151655016961388	-4.97326058471112	6.58360683490507e-07	3.11257178966179e-05	TP53I11
ENSG00000260337	2.83458133832057	-2.30443800510828	0.463298858298436	-4.97397730176116	6.55929926152569e-07	3.11257178966179e-05	AC091544.4
ENSG00000114923	13.9161165345593	-1.46838488177524	0.295754209799938	-4.96488243656286	6.87426987405146e-07	3.24005151173756e-05	SLC4A3
ENSG00000179528	16.672855357942	-0.764059118471203	0.154038314232056	-4.96018878342283	7.04247047933302e-07	3.30752036271316e-05	LBX2
ENSG00000225334	4.58736761169043	-3.73938028513454	0.755505295523646	-4.94950903361009	7.4400924655269e-07	3.48013429817703e-05	LINC02813
ENSG00000161888	16.8869686448083	-0.923094484549634	0.186654765993854	-4.94546431554836	7.59625852923127e-07	3.54243069838962e-05	SPC24
ENSG00000104826	124.759879752449	-1.10183863629601	0.222834050171386	-4.94466009772099	7.62768340180972e-07	3.55171209759493e-05	LHB
ENSG00000180611	28.2592588340588	-1.96377479213607	0.397573848819796	-4.93939628566004	7.83648103223272e-07	3.63247410253494e-05	MB21D2
ENSG00000256663	4.41263784979162	-1.09392766496806	0.221496917955758	-4.93879407020265	7.86071690953475e-07	3.6382372182644e-05	AC112777.1
ENSG00000137080	16.4539571543953	-1.62622951352689	0.329871896014347	-4.92988197289823	8.22793110238932e-07	3.77982080821387e-05	IFNA21
ENSG00000100033	6.33885079189434	-1.65171317478619	0.335443470652657	-4.9239687735538	8.48063752236774e-07	3.8843336051558e-05	PRODH
ENSG00000135378	63.9344759666619	-1.447694470852	0.294065748529059	-4.92302989414267	8.52144290810463e-07	3.88736908017363e-05	PRRG4
ENSG00000242193	59.3655314906972	-2.38845672128089	0.485129300585214	-4.92334047520873	8.50792361368924e-07	3.88736908017363e-05	CRYZL2P
ENSG00000228672	99.09266803187	-0.742837798190847	0.150933254082112	-4.92163110580471	8.58258764597409e-07	3.90780301605837e-05	PROB1
ENSG00000101203	10.2049954051842	-1.38255471163276	0.280971476759014	-4.92062300266357	8.62691624418035e-07	3.91641668964447e-05	COL20A1
ENSG00000239523	48.3109888780743	-0.648475126416972	0.131900261167867	-4.91640517369157	8.81478650178787e-07	3.9958204987884e-05	MYLK-AS1
ENSG00000232386	9.63298918657114	-2.11535575874918	0.430462303182341	-4.91414867947945	8.91690643666265e-07	4.03617681218981e-05	AC015712.1
ENSG00000111816	538.883508002429	-1.72136004850824	0.350446500138252	-4.91190537736619	9.01955804350965e-07	4.07665508344846e-05	FRK
ENSG00000166780	315.103657805972	-0.866880242972312	0.176606632763088	-4.90853729222733	9.17581828284436e-07	4.13515494983447e-05	BMERB1
ENSG00000148482	21.0683128638518	-2.58084451881309	0.526207447635207	-4.90461419809143	9.36111473502539e-07	4.19413316434822e-05	SLC39A12
ENSG00000242686	31.1974901063122	-1.03610579167806	0.211297996346266	-4.90352871108222	9.41301769167758e-07	4.21126662330858e-05	PDE6B-AS1
ENSG00000235673	4.42524000182901	-1.29568644252367	0.264316444448447	-4.90202736052762	9.48526212672883e-07	4.23743775444082e-05	AL929472.4
ENSG00000259683	3.33935199423784	-2.62518412285965	0.536231762205584	-4.8956147469929	9.79988879650919e-07	4.3653406380404e-05	AC243562.2
ENSG00000187796	210.315438542661	-0.953517107569091	0.194864391171855	-4.89323422219385	9.91922385664433e-07	4.41212229987102e-05	CARD9
ENSG00000101236	1006.01995659058	-0.615131307748733	0.125780832936968	-4.89050114699901	1.00579572604865e-06	4.46738519530972e-05	RNF24
ENSG00000118777	5.97115734978127	-1.93615028278159	0.396936720754579	-4.87773033218231	1.07313500495517e-06	4.72562664682043e-05	ABCG2
ENSG00000198876	422.412688939562	-1.19041401455602	0.244215304351798	-4.87444477616031	1.09114902651609e-06	4.79809825140635e-05	DCAF12
ENSG00000111328	515.111371407593	-0.627322931341786	0.128784180243525	-4.87111794442102	1.10968569819152e-06	4.8657271190261e-05	CDK2AP1
ENSG00000174562	3.0200603429125	-1.76500368089539	0.36237698479463	-4.87062853038437	1.11243808905169e-06	4.87086705895148e-05	KLK15
ENSG00000164542	127.48516461763	-1.61349009788855	0.331417398146169	-4.86845321613722	1.12475142207365e-06	4.91779611140711e-05	KIAA0895
ENSG00000248851	3.58622693879358	-1.78671594721416	0.367208636132167	-4.86566973487814	1.14069865328175e-06	4.98045835515724e-05	AC006427.1
ENSG00000103942	1192.49213341696	-1.19939671811877	0.246781008605147	-4.86016620524404	1.1728724332433e-06	5.11369063008834e-05	HOMER2
ENSG00000170271	838.048571741676	-0.84644873502526	0.174224820244977	-4.85837054579865	1.18355753064152e-06	5.13478283436716e-05	FAXDC2
ENSG00000088992	4632.92814176692	-0.943650968370049	0.194317666372148	-4.85622839131267	1.19642698408607e-06	5.17975586860295e-05	TESC
ENSG00000180921	218.261240281865	-1.08809883562057	0.224129023592665	-4.85478773868259	1.20515761903697e-06	5.21023612998802e-05	FAM83H
ENSG00000182446	12111.4029420593	-0.520521447284958	0.107268483692892	-4.85251053585508	1.21908305321778e-06	5.25226525996861e-05	NPLOC4
ENSG00000223525	15.5999403005021	-0.873463497679184	0.180444436669231	-4.84062304054469	1.29432687780418e-06	5.54133694559915e-05	RABGAP1L-IT1
ENSG00000145990	4865.3753430701	-0.511675278908591	0.105794439993526	-4.83650444144232	1.32142321580248e-06	5.64949661957162e-05	GFOD1
ENSG00000163558	596.034929850203	-0.513497690194727	0.106211692337076	-4.83466253946014	1.33371691961873e-06	5.69415845529741e-05	PRKCI
ENSG00000233427	4.76847697843363	-0.919011607411081	0.190236406376663	-4.83089238760882	1.3592245775725e-06	5.78703005575583e-05	AL009181.1
ENSG00000256751	8.46939462226757	-1.06462601870812	0.221223649244283	-4.8124421703781	1.49097023378941e-06	6.28716244275765e-05	PLBD1-AS1
ENSG00000121989	312.359500641477	-0.911760907765846	0.189701103628493	-4.8063026009138	1.53747139155088e-06	6.46556011521907e-05	ACVR2A
ENSG00000137124	109.217976902778	-0.850918804529222	0.177075853516853	-4.8053915179815	1.54448965375859e-06	6.48622528298479e-05	ALDH1B1
ENSG00000160991	17880.7601211131	-0.588957250706613	0.122603275416163	-4.80376440765931	1.55710031484411e-06	6.5214153811236e-05	ORAI2
ENSG00000106415	2802.16760400802	-0.608419671432364	0.126730863987653	-4.80088000892694	1.57969905193524e-06	6.59813323521731e-05	GLCCI1
ENSG00000229700	9.52573471701894	-0.799843779087297	0.166731440445474	-4.79719827856263	1.60900311407425e-06	6.70236770153228e-05	AL008627.1
ENSG00000124212	4.2116075717189	-4.58778776504038	0.956532204329687	-4.79627109706712	1.61646480621091e-06	6.71530022256755e-05	PTGIS
ENSG00000186889	3.6870509387519	-1.68250200803141	0.351174937348658	-4.79106516180842	1.65898233053661e-06	6.8734046154289e-05	TMEM17
ENSG00000160323	564.779194117562	-0.529226456498212	0.110519172693295	-4.78854884271423	1.67991679025605e-06	6.95079665230103e-05	ADAMTS13
ENSG00000248890	2.91436623214029	-1.71250610657996	0.357817517425799	-4.78597615594681	1.70158258891838e-06	7.03100312378137e-05	HHIP-AS1
ENSG00000102174	2121.91324132738	-1.38734916975879	0.289937736641415	-4.78498999760978	1.70995848110391e-06	7.05615397322998e-05	PHEX
ENSG00000133063	682.741613457105	-0.692827156728195	0.14490673246653	-4.78119370256466	1.74257354037933e-06	7.14292943912138e-05	CHIT1
ENSG00000123080	241.43759330483	-1.51611258416927	0.317302359026543	-4.77813209085672	1.76931139970483e-06	7.23329229388613e-05	CDKN2C
ENSG00000249506	7.28973430688857	-1.68578934786992	0.352904382506944	-4.77690114215782	1.78017234380792e-06	7.26805463548067e-05	ZEB2P1
ENSG00000232542	1.58157457358973	-1.82092284444224	0.381488857093442	-4.77320060752449	1.81321018213707e-06	7.39314865930887e-05	DPYD-IT1
ENSG00000173548	196.22710325949	-0.549785760555793	0.115308413065713	-4.76795878061799	1.86101846426298e-06	7.56805991568684e-05	SNX33
ENSG00000160993	1302.26791539716	-0.789984286804327	0.165737333695079	-4.76648362316318	1.87468960252605e-06	7.61361093516015e-05	ALKBH4
ENSG00000164465	122.35453640836	-1.42718972280372	0.2997810986598	-4.76077287455449	1.92852987547566e-06	7.8219649225707e-05	DCBLD1
ENSG00000257556	35.8791692478958	-0.831664453498719	0.174852626095245	-4.75637382217923	1.97101337057107e-06	7.97726847844214e-05	LINC02298
ENSG00000116183	7.77581828304542	-1.50979137556291	0.317512813400378	-4.75505652636163	1.98390899898322e-06	8.01494035303508e-05	PAPPA2
ENSG00000148655	8.56333591290302	-2.3321579960774	0.490547251909315	-4.75419643469643	1.99237253519867e-06	8.03859730333758e-05	LRMDA
ENSG00000065361	13.9136644042517	-0.685483650968766	0.144309434745054	-4.75009587682041	2.03320227837849e-06	8.15506175722938e-05	ERBB3
ENSG00000108309	21.5832789045774	-0.972103406184773	0.204853148273367	-4.74536717828492	2.0812844742053e-06	8.31031009292465e-05	RUNDC3A
ENSG00000179364	5475.46489088053	-0.504588999455047	0.106437097729821	-4.74072489965756	2.12954919971953e-06	8.481053498883e-05	PACS2
ENSG00000167749	98.8379200418733	-2.52102857182328	0.532266069742191	-4.73640668668655	2.17540834494753e-06	8.63023966962776e-05	KLK4
ENSG00000150054	347.145678469872	-1.42001201787957	0.300329568079879	-4.72817920312756	2.26542200999883e-06	8.95277352028385e-05	MPP7
ENSG00000260088	17.0900027550239	-1.52728184936554	0.323070610964813	-4.72739332372107	2.27420473174336e-06	8.97597450140704e-05	DDX59-AS1
ENSG00000118432	1729.88473748914	-1.6738339758675	0.354318144687887	-4.72409895164119	2.31137860398216e-06	9.08683146146953e-05	CNR1
ENSG00000187033	123.31994097688	-1.2896768955236	0.273099902269698	-4.7223630796103	2.33120028155668e-06	9.1307812806842e-05	SAMD7
ENSG00000204791	15.1567481085862	-1.24727872606326	0.264286027511868	-4.71942742416548	2.36509406465141e-06	9.25177976432485e-05	SMPD5
ENSG00000136379	90.0196906762166	-0.766459300838093	0.162472279519935	-4.71747736354034	2.38786959068579e-06	9.310654679641e-05	ABHD17C
ENSG00000244161	181.413997415716	-1.0688651304087	0.226581041278361	-4.71736348450957	2.38920611568403e-06	9.310654679641e-05	FLNB-AS1
ENSG00000260942	245.511768404309	-0.61890067851295	0.131213642925055	-4.7167403077624	2.39653266876154e-06	9.32741408012305e-05	CAPN10-DT
ENSG00000231445	3.13872873587413	-1.68444395039832	0.357141457265601	-4.71646154802361	2.39981696402792e-06	9.32841840052468e-05	TIMM8AP1
ENSG00000105376	33.7389281002248	-1.57664526452129	0.33490195658965	-4.70778158651705	2.50427213886433e-06	9.67345722813194e-05	ICAM5
ENSG00000158525	22.0112933107582	-2.10425125069672	0.447105859895641	-4.70638262533144	2.52151054665611e-06	9.72785514401433e-05	CPA5
ENSG00000233231	203.320793527544	-0.600149574733993	0.127577778292328	-4.7041858132913	2.54881038827504e-06	9.80862424701351e-05	HNRNPA1P49
ENSG00000170522	76.4542814101687	-0.97140369414085	0.206568769307366	-4.7025680474256	2.56909556353033e-06	9.87436044212251e-05	ELOVL6
ENSG00000062370	25.9316433028041	-2.09140909564907	0.445016082425665	-4.69962587475346	2.60638532544924e-06	0.000100052089236579	ZNF112
ENSG00000255050	40.496923378624	-1.1435222789196	0.243409189850996	-4.69794209339265	2.62795909717651e-06	0.000100754775087644	AC067930.4
ENSG00000092096	183.590579029109	-1.61727533113856	0.344529103106372	-4.69416173135085	2.67702183009825e-06	0.000102381138849601	SLC22A17
ENSG00000163687	43.3073279863776	-1.59538486494649	0.339889467343321	-4.69383437332291	2.68131149930163e-06	0.000102418125112729	DNASE1L3
ENSG00000071967	623.646971114338	-1.27796383645252	0.272314221879607	-4.69297500377165	2.69260401104691e-06	0.000102722176535298	CYBRD1
ENSG00000138756	1954.57099726432	-0.555879799390469	0.118596290929672	-4.6871600707994	2.77022293744332e-06	0.000105422372897149	BMP2K
ENSG00000120658	1.09800815683296	-1.96391659150068	0.419208594523483	-4.68481948404011	2.80206778325972e-06	0.000106502761305772	ENOX1
ENSG00000174721	72.094902682905	-0.50776342642594	0.108456514016868	-4.68172364775589	2.84472810945104e-06	0.000107858233670145	FGFBP3
ENSG00000248138	2.96081803962338	-2.38909803052634	0.510612039295454	-4.67889091260526	2.88430838119157e-06	0.000109090559325436	AC097515.1
ENSG00000143061	2548.36864958917	-1.0363443355237	0.221572743258955	-4.67721941011721	2.90791068923107e-06	0.000109848464455328	IGSF3
ENSG00000169692	840.586818844953	-0.543648010772918	0.116261891649888	-4.67606369600508	2.92433808953248e-06	0.000110333808579974	AGPAT2
ENSG00000106484	433.317950122753	-0.888016366628385	0.189939575780336	-4.6752571862926	2.93585458218345e-06	0.000110497823560201	MEST
ENSG00000183628	249.297189690808	-0.902459106246213	0.193021538220656	-4.67543215418038	2.93335245180876e-06	0.000110497823560201	DGCR6
ENSG00000229688	5.44886458694342	-1.06933775005561	0.228818052630706	-4.67331024699102	2.96383533618987e-06	0.000111414907607381	CRPPA-AS1
ENSG00000226174	98.6017644586418	-0.74066190072924	0.158523472229828	-4.6722538328925	2.97912465434709e-06	0.000111624108341322	TEX22
ENSG00000231475	762.411504961285	-4.29277817951329	0.918796469307141	-4.67217531076327	2.98026410916166e-06	0.000111624108341322	IGHV4-31
ENSG00000261732	33.701975507714	-0.623019333172209	0.133377680131468	-4.67109138918977	2.9960359590389e-06	0.000112078651016231	AL031708.1
ENSG00000220323	43.7059029265852	-0.97871332679863	0.209688014088827	-4.66747387089103	3.0492551277928e-06	0.000113381531138978	H2BC19P
ENSG00000237004	19.9644917062574	-0.825783469924471	0.176980500315627	-4.66595737073729	3.07183387338215e-06	0.000113990697521183	ZNRF2P1
ENSG00000115155	13.0020501115468	-2.05169035766942	0.440142610984715	-4.66142179026759	3.14032401469474e-06	0.000116207068130811	OTOF
ENSG00000177125	3333.34510515751	-0.716030482063397	0.153633939980276	-4.66062695622676	3.15247637855276e-06	0.000116377346549567	ZBTB34
ENSG00000264635	2.62143995919298	-2.24495437394913	0.481669571299323	-4.66077682236241	3.15018160226208e-06	0.000116377346549567	AP001020.2
ENSG00000225527	84.7044336418784	-1.08801209310977	0.233500792483623	-4.65956488428656	3.16878501558613e-06	0.000116839471417993	AL450384.1
ENSG00000235904	10.2950820687154	-3.66455330496207	0.788518346013249	-4.64739130483148	3.36159121535341e-06	0.000122539596400784	RBMS3-AS3
ENSG00000250132	38.1529540059009	-0.575340911889151	0.123807960468282	-4.64704296648638	3.36727049692555e-06	0.000122545588037462	AC004803.1
ENSG00000127129	15.2131208107362	-1.09054888759596	0.234723706617549	-4.64609605612978	3.3827553916088e-06	0.000122829596871841	EDN2
ENSG00000180660	4.0055044189218	-1.66462149926646	0.358685572165852	-4.64089338529836	3.4690608547418e-06	0.000125804471585195	MAB21L1
ENSG00000186314	35.6007482180686	-2.30866114776932	0.497505431873725	-4.64047425386763	3.47610484965062e-06	0.00012591178847295	PRELID2
ENSG00000266846	5.92728210914406	-2.21356802481264	0.477171483881876	-4.63893610490899	3.50207294990843e-06	0.000126703519578553	AP001021.3
ENSG00000214198	135.12010284047	-0.540573736888929	0.116538189636336	-4.63859734371899	3.50781709486736e-06	0.000126762557971027	TTC41P
ENSG00000225849	1.03986788001851	-3.28160862915772	0.707713910737919	-4.63691412499729	3.53649251650142e-06	0.000127649159041167	MKRN7P
ENSG00000229358	551.170652376305	-0.575570597264122	0.124147119279082	-4.63619776766823	3.54876448832071e-06	0.000127942298657878	DPY19L1P1
ENSG00000167748	471.765106452989	-1.40564092632711	0.30325157129036	-4.63523047991471	3.56539997276453e-06	0.000128286583010734	KLK1
ENSG00000179111	18.6767151962169	-0.814243454821144	0.175666791262821	-4.63515869429712	3.5666375227964e-06	0.000128286583010734	HES7
ENSG00000171094	3.93016583009272	-1.56487507701518	0.337644445174778	-4.6346833166621	3.57484320827408e-06	0.000128431867010546	ALK
ENSG00000199851	3.12786107482926	-2.03252470706238	0.439133318042267	-4.62849122021469	3.68339476941034e-06	0.000131650990330354	U3
ENSG00000225039	4.99345155219006	-1.30329063728703	0.281570385788385	-4.62864954223744	3.68058032988685e-06	0.000131650990330354	LINC01058
ENSG00000224184	170.564793340934	-1.66659046475594	0.360235308090256	-4.62639399116973	3.72087176833882e-06	0.000132596384114502	MIR3681HG
ENSG00000015413	22.9335662984733	-2.67135263613979	0.577766160367829	-4.62358791390466	3.77158783497656e-06	0.000133785034537575	DPEP1
ENSG00000205784	350.574977806499	-0.767989619148456	0.166127522860937	-4.62289213685158	3.78426521689218e-06	0.000133826359442551	ARRDC5
ENSG00000267905	9.00039483082583	-1.56213413575895	0.337995654901263	-4.62175804069225	3.80501657471736e-06	0.00013435238936502	AC008750.2
ENSG00000184156	4.05001801445874	-1.87972973417761	0.406799384043372	-4.62077822118136	3.82303281436417e-06	0.000134834080666791	KCNQ3
ENSG00000013016	2483.27547189352	-0.607781010194351	0.131569134003192	-4.61948020558991	3.84702577041863e-06	0.000135483546497859	EHD3
ENSG00000169255	86.0604505581569	-2.38954838711889	0.517295858526048	-4.61930701306508	3.85023801239656e-06	0.000135483546497859	B3GALNT1
ENSG00000188549	317.74940068999	-0.71580074018141	0.155182236852756	-4.61264610369416	3.9757489578684e-06	0.00013926416093897	CCDC9B
ENSG00000101057	2338.50814696205	-0.968044530934507	0.209943521081166	-4.61097597081956	4.00782868343219e-06	0.000140228512107602	MYBL2
ENSG00000233198	14.503157716716	-0.918709707337534	0.199321255165307	-4.6091908591264	4.04239115077417e-06	0.000141277445830628	RNF224
ENSG00000119042	29.763066936794	-2.04829249944197	0.444797787892657	-4.60499704628991	4.12471715179391e-06	0.000143665995710788	SATB2
ENSG00000165269	3.28022871387498	-2.14904673079766	0.466962705117678	-4.60218066077907	4.18090300719777e-06	0.000145458617603692	AQP7
ENSG00000112218	16.7048654520047	-1.33866166405891	0.291054303443226	-4.59935361965895	4.23803860810791e-06	0.000147280203038248	GPR63
ENSG00000137875	50.7033088585829	-0.918351859325664	0.199790883406151	-4.59656538711411	4.29512226352568e-06	0.000148928170723486	BCL2L10
ENSG00000106538	18.0019953500355	-0.851402052255682	0.185445855973934	-4.59110853561136	4.40897970011025e-06	0.00015217152354271	RARRES2
ENSG00000254528	2.85593473352726	-2.06070972850486	0.448868154559419	-4.59090204456034	4.41334442975451e-06	0.00015217152354271	AP000757.1
ENSG00000160062	9.85944993604332	-1.0120660051224	0.220538538312514	-4.58906644102382	4.45232711885413e-06	0.000153344115573943	ZBTB8A
ENSG00000273014	90.0779925853571	-0.652610965385276	0.142235953346018	-4.58822787089328	4.47024539792394e-06	0.000153789413382819	AC018645.3
ENSG00000174473	15.3642293925317	-0.810875230174976	0.176800284124157	-4.58639099021777	4.50973695741546e-06	0.00015445849079148	GALNTL6
ENSG00000224215	2.73488288823351	-2.176417192865	0.474516374905438	-4.58660081709238	4.50520898427023e-06	0.00015445849079148	AL606469.1
ENSG00000105767	38.3416189000571	-0.669547832634536	0.146052182301111	-4.58430556863676	4.5549770837683e-06	0.00015583481532426	CADM4
ENSG00000198369	225.142288528973	-1.16250701082977	0.253655314016116	-4.58301855547135	4.58311353112599e-06	0.00015662358602767	SPRED2
ENSG00000234043	59.6731990515339	-0.597883638540902	0.130552596061015	-4.57963806603642	4.65781237982819e-06	0.000158824188725889	NUDT9P1
ENSG00000263361	3.21578918895017	-1.18628550713489	0.259106643751814	-4.57836777150022	4.68618247134461e-06	0.000159614999645522	MIR378H
ENSG00000272323	3.57964288280597	-1.7552573143949	0.383431218389117	-4.57776318206206	4.69974311960949e-06	0.000159653225234488	AC026801.2
ENSG00000068078	8.345181420336	-0.909779275331716	0.19881360539131	-4.57604133047668	4.73856968753934e-06	0.000160345275057948	FGFR3
ENSG00000188596	8.4917876658901	-1.29969363370775	0.284021763509508	-4.57603536309372	4.73870478064284e-06	0.000160345275057948	CFAP54
ENSG00000231991	58.2718012520922	-0.885638310632387	0.193750793934054	-4.57101771120396	4.8536125360057e-06	0.000163689941381155	ANXA2P2
ENSG00000205240	2.1682358285491	-1.5841793388258	0.346707023313091	-4.56921617476212	4.89551637048871e-06	0.000164922723628759	OR7E36P
ENSG00000164078	43.475649234974	-0.820776961860566	0.179651227858096	-4.56872447601017	4.90701336259973e-06	0.000165129570853861	MST1R
ENSG00000074211	14.6625311404013	-3.74928313725878	0.821410181720187	-4.56444687525917	5.0081299574724e-06	0.000168348534284718	PPP2R2C
ENSG00000273355	2.46610456186152	-2.85730899610727	0.627165368487511	-4.55591003533571	5.21592587842445e-06	0.000174005319483153	AP000894.4
ENSG00000221971	2.86160727575658	-2.34146643986447	0.514214324961946	-4.55348349161168	5.27648139993174e-06	0.000175333925315815	TTC4P1
ENSG00000142949	175.541241387878	-2.32594848682881	0.510898602671958	-4.55266167232458	5.29714244483883e-06	0.000175763633866692	PTPRF
ENSG00000114993	141.340408370921	-1.20317933269285	0.264342309906555	-4.55159574386019	5.32405595692117e-06	0.000175899276390241	RTKN
ENSG00000185519	2.46096952230093	-2.27160044447005	0.499333635567784	-4.54926382415047	5.38339158277463e-06	0.000177669213639216	FAM131C
ENSG00000205056	2165.16023493865	-0.774930521297706	0.170359409643704	-4.54879787925085	5.39532318638765e-06	0.000177872553176898	LINC02397
ENSG00000179133	6.57133610780303	-2.57687242873297	0.56656534254249	-4.54823519061213	5.40976588914315e-06	0.000178158155483801	C10orf67
ENSG00000092445	2.78329351505233	-1.89953694309333	0.417870936412143	-4.54575032042868	5.47398964209643e-06	0.000179888838718148	TYRO3
ENSG00000229950	22.8194159326984	-1.85106524916433	0.407799718771344	-4.53915283399749	5.64806884424072e-06	0.000185017770588438	TFAP2A-AS1
ENSG00000148450	135.775082584704	-0.854928092851009	0.188357770306861	-4.53885226746001	5.6561243924649e-06	0.000185084962205659	MSRB2
ENSG00000258676	1.45558150681459	-2.42162193489029	0.533596271127186	-4.53830370623613	5.6708548603602e-06	0.00018537020261994	AC091544.2
ENSG00000154277	154.156220760686	-2.40078449511699	0.529065493793523	-4.53778317293537	5.68486664705494e-06	0.00018563137118164	UCHL1
ENSG00000124191	1209.82455537405	-1.25381746501137	0.276348235634837	-4.53709234702027	5.70351357597223e-06	0.000186043180930523	TOX2
ENSG00000002587	1469.36093093375	-1.01563404550072	0.223920726397563	-4.53568573950361	5.74166216728922e-06	0.000186694869521825	HS3ST1
ENSG00000104611	110.411171024109	-3.05465950721732	0.673469593864609	-4.53570515290615	5.741133998296e-06	0.000186694869521825	SH2D4A
ENSG00000172780	308.58209750094	-0.555495877297016	0.122481072566563	-4.53536097991899	5.75050460951208e-06	0.000186785357837945	RAB43
ENSG00000137709	0.896241141653521	-2.21515860334946	0.488650096521623	-4.53322043547664	5.80911353737447e-06	0.000188424409027286	POU2F3
ENSG00000231359	19.0772225886017	-0.852103063430309	0.187974735385074	-4.53307228593641	5.81319101329923e-06	0.000188424409027286	AC072052.1
